"","id","listnum","category","item","rt","","","",""
"2963","prova-GbqSrPON7","1","frutta","sacco","58102","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2964","prova-GbqSrPON7","2","verdura","radicchio","5749","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2965","prova-GbqSrPON7","2","verdura","belga","5749","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2966","prova-GbqSrPON7","2","verdura","pomodori","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2967","prova-GbqSrPON7","2","verdura","melanzane","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2968","prova-GbqSrPON7","2","verdura","zucchine","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2969","prova-GbqSrPON7","2","verdura","zucca","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2970","prova-GbqSrPON7","2","verdura","e","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2971","prova-GbqSrPON7","2","verdura","cavolo","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2972","prova-GbqSrPON7","2","verdura","verza","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2973","prova-GbqSrPON7","2","verdura","cavolo","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2974","prova-GbqSrPON7","2","verdura","cappuccio","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2975","prova-GbqSrPON7","2","verdura","broccoli","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2976","prova-GbqSrPON7","2","verdura","mulini","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2977","prova-GbqSrPON7","2","verdura","di","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2978","prova-GbqSrPON7","2","verdura","bruxelles","17338","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2979","prova-GbqSrPON7","2","verdura","insalata","20183","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2980","prova-GbqSrPON7","2","verdura","verde","20183","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2981","prova-GbqSrPON7","2","verdura","iceberg","20183","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2982","prova-GbqSrPON7","2","verdura","valeriana","25251","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2983","prova-GbqSrPON7","2","verdura","boh","34431","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2984","prova-GbqSrPON7","2","verdura","zucca","34431","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2985","prova-GbqSrPON7","2","verdura","l'ho","34431","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2986","prova-GbqSrPON7","2","verdura","già","34431","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2987","prova-GbqSrPON7","2","verdura","detto","34431","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2988","prova-GbqSrPON7","2","verdura","peperoni","38603","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2989","prova-GbqSrPON7","2","verdura","boh","44099","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2990","prova-GbqSrPON7","2","verdura","cavolo","44099","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2991","prova-GbqSrPON7","2","verdura","viola","44099","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2992","prova-GbqSrPON7","2","verdura","alla","57724","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2993","prova-GbqSrPON7","2","verdura","rucola","57724","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2994","prova-GbqSrPON7","3","animali","se","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2995","prova-GbqSrPON7","3","animali","tu","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2996","prova-GbqSrPON7","3","animali","fai","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2997","prova-GbqSrPON7","3","animali","interpreti","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2998","prova-GbqSrPON7","3","animali","che","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"2999","prova-GbqSrPON7","3","animali","ne","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3000","prova-GbqSrPON7","3","animali","ha","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3001","prova-GbqSrPON7","3","animali","dato","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3002","prova-GbqSrPON7","3","animali","solo","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3003","prova-GbqSrPON7","3","animali","due","43986","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3004","prova-GbqSrPON7","4","frutta","non","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3005","prova-GbqSrPON7","4","frutta","hai","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3006","prova-GbqSrPON7","4","frutta","capito","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3007","prova-GbqSrPON7","4","frutta","l'altra","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3008","prova-GbqSrPON7","4","frutta","volta","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3009","prova-GbqSrPON7","4","frutta","mi","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3010","prova-GbqSrPON7","4","frutta","ha","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3011","prova-GbqSrPON7","4","frutta","incasinato","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3012","prova-GbqSrPON7","4","frutta","tutte","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3013","prova-GbqSrPON7","4","frutta","le","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3014","prova-GbqSrPON7","4","frutta","carte","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3015","prova-GbqSrPON7","4","frutta","degli","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3016","prova-GbqSrPON7","4","frutta","zii","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3017","prova-GbqSrPON7","4","frutta","ma","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3018","prova-GbqSrPON7","4","frutta","poi","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3019","prova-GbqSrPON7","4","frutta","anche","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3020","prova-GbqSrPON7","4","frutta","qua","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3021","prova-GbqSrPON7","4","frutta","un","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3022","prova-GbqSrPON7","4","frutta","gruppo","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3023","prova-GbqSrPON7","4","frutta","perché","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3024","prova-GbqSrPON7","4","frutta","i","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3025","prova-GbqSrPON7","4","frutta","test","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3026","prova-GbqSrPON7","4","frutta","muffin","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3027","prova-GbqSrPON7","4","frutta","l'ho","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3028","prova-GbqSrPON7","4","frutta","detto","41063","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3029","prova-GbqSrPON7","5","verdura","sì","13614","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3030","prova-GbqSrPON7","5","verdura","una","13614","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3031","prova-GbqSrPON7","5","verdura","pasticciona","13614","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3032","prova-GbqSrPON7","5","verdura","poi","13614","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3033","prova-GbqSrPON7","5","verdura","non","13614","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3034","prova-GbqSrPON7","5","verdura","chiede","13614","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3035","prova-GbqSrPON7","5","verdura","cosa","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3036","prova-GbqSrPON7","5","verdura","assurda","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3037","prova-GbqSrPON7","5","verdura","è","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3038","prova-GbqSrPON7","5","verdura","che","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3039","prova-GbqSrPON7","5","verdura","non","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3040","prova-GbqSrPON7","5","verdura","chiede","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3041","prova-GbqSrPON7","5","verdura","se","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3042","prova-GbqSrPON7","5","verdura","ha","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3043","prova-GbqSrPON7","5","verdura","un","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3044","prova-GbqSrPON7","5","verdura","dubbio","17517","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3045","prova-GbqSrPON7","5","verdura","sì","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3046","prova-GbqSrPON7","5","verdura","poi","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3047","prova-GbqSrPON7","5","verdura","sappiamo","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3048","prova-GbqSrPON7","5","verdura","benissimo","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3049","prova-GbqSrPON7","5","verdura","che","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3050","prova-GbqSrPON7","5","verdura","i","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3051","prova-GbqSrPON7","5","verdura","test","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3052","prova-GbqSrPON7","5","verdura","cioè","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3053","prova-GbqSrPON7","5","verdura","it","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3054","prova-GbqSrPON7","5","verdura","0","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3055","prova-GbqSrPON7","5","verdura","et","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3056","prova-GbqSrPON7","5","verdura","uno","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3057","prova-GbqSrPON7","5","verdura","vanno","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3058","prova-GbqSrPON7","5","verdura","separati","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3059","prova-GbqSrPON7","5","verdura","no","29108","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3060","prova-GbqSrPON7","5","verdura","la","32970","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3061","prova-GbqSrPON7","5","verdura","regione","32970","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3062","prova-GbqSrPON7","5","verdura","mi","32970","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3063","prova-GbqSrPON7","5","verdura","ha","32970","2025-03-19T15:38:28.000000Z","2025-03-19T15:38:28.000000Z","T1","A"
"3064","prova-GbqSrPON7","0","animali","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3065","prova-GbqSrPON7","0","frutta","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3066","prova-GbqSrPON7","0","verdura","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3067","prova-GbqSrPON7","1","animali","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3068","prova-GbqSrPON7","1","frutta","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3069","prova-GbqSrPON7","1","verdura","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3070","prova-GbqSrPON7","2","verdura","sì","28028","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3071","prova-GbqSrPON7","2","verdura","certo","28028","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3072","prova-GbqSrPON7","3","animali","quale","17183","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3073","prova-GbqSrPON7","3","animali","scrittura","17183","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3074","prova-GbqSrPON7","3","animali","di","17183","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3075","prova-GbqSrPON7","3","animali","veronica","17183","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3076","prova-GbqSrPON7","3","animali","per","17183","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3077","prova-GbqSrPON7","3","animali","esempio","17183","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3078","prova-GbqSrPON7","3","animali","hanno","27628","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3079","prova-GbqSrPON7","3","animali","differita","27628","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3080","prova-GbqSrPON7","3","animali","la","27628","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3081","prova-GbqSrPON7","3","animali","scritta","27628","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3082","prova-GbqSrPON7","4","animali","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3083","prova-GbqSrPON7","4","frutta","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3084","prova-GbqSrPON7","4","verdura","N/A","0","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3085","prova-GbqSrPON7","5","verdura","no","13628","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3086","prova-GbqSrPON7","5","verdura","è","13628","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3087","prova-GbqSrPON7","5","verdura","proprio","13628","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3088","prova-GbqSrPON7","5","verdura","alla","19298","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3089","prova-GbqSrPON7","5","verdura","rinfusa","19298","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3090","prova-GbqSrPON7","5","verdura","accoppiare","44872","2025-03-19T15:47:18.000000Z","2025-03-19T15:47:18.000000Z","T1","A"
"3091","PNRR-CA-ED-rixI7hHV3","0","animali","cavallo,","6385","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3092","PNRR-CA-ED-rixI7hHV3","0","animali","asino,","6385","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3093","PNRR-CA-ED-rixI7hHV3","0","animali","muro.","6385","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3094","PNRR-CA-ED-rixI7hHV3","0","animali","caprone.","8642","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3095","PNRR-CA-ED-rixI7hHV3","0","animali","ma","12256","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3096","PNRR-CA-ED-rixI7hHV3","0","animali","il","12256","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3097","PNRR-CA-ED-rixI7hHV3","0","animali","montone?","12256","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3098","PNRR-CA-ED-rixI7hHV3","0","animali","e","14652","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3099","PNRR-CA-ED-rixI7hHV3","0","animali","l'asino?","14652","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3100","PNRR-CA-ED-rixI7hHV3","0","animali","il","18305","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3101","PNRR-CA-ED-rixI7hHV3","0","animali","cavallo.","18305","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3102","PNRR-CA-ED-rixI7hHV3","0","animali","formica?","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3103","PNRR-CA-ED-rixI7hHV3","0","animali","anche","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3104","PNRR-CA-ED-rixI7hHV3","0","animali","quello","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3105","PNRR-CA-ED-rixI7hHV3","0","animali","possiamo","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3106","PNRR-CA-ED-rixI7hHV3","0","animali","indicarla?","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3107","PNRR-CA-ED-rixI7hHV3","0","animali","sì,","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3108","PNRR-CA-ED-rixI7hHV3","0","animali","sì,","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3109","PNRR-CA-ED-rixI7hHV3","0","animali","proprio","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3110","PNRR-CA-ED-rixI7hHV3","0","animali","le","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3111","PNRR-CA-ED-rixI7hHV3","0","animali","mosche.","23166","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3112","PNRR-CA-ED-rixI7hHV3","0","animali","la.","26175","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3113","PNRR-CA-ED-rixI7hHV3","0","animali","eh,","32224","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3114","PNRR-CA-ED-rixI7hHV3","0","animali","il","32224","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3115","PNRR-CA-ED-rixI7hHV3","0","animali","ragazzo,","32224","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3116","PNRR-CA-ED-rixI7hHV3","0","animali","andiamo","32224","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3117","PNRR-CA-ED-rixI7hHV3","0","animali","sulle","32224","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3118","PNRR-CA-ED-rixI7hHV3","0","animali","celle.","32224","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3119","PNRR-CA-ED-rixI7hHV3","0","animali","cornacchia,","38891","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3120","PNRR-CA-ED-rixI7hHV3","0","animali","corvo.","38891","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3121","PNRR-CA-ED-rixI7hHV3","0","animali","lepre.","46914","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3122","PNRR-CA-ED-rixI7hHV3","0","animali","volpe.","49319","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3123","PNRR-CA-ED-rixI7hHV3","0","animali","cane","51918","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3124","PNRR-CA-ED-rixI7hHV3","0","animali","gatto.","51918","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3125","PNRR-CA-ED-rixI7hHV3","0","animali","lucertola.","55765","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3126","PNRR-CA-ED-rixI7hHV3","0","animali","coccodrillo.","60397","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3127","PNRR-CA-ED-rixI7hHV3","1","frutta","mela,","6026","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3128","PNRR-CA-ED-rixI7hHV3","1","frutta","pera,","6026","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3129","PNRR-CA-ED-rixI7hHV3","1","frutta","banana.","6026","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3130","PNRR-CA-ED-rixI7hHV3","1","frutta","qui","13643","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3131","PNRR-CA-ED-rixI7hHV3","1","frutta","mango.","13643","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3132","PNRR-CA-ED-rixI7hHV3","1","frutta","a","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3133","PNRR-CA-ED-rixI7hHV3","1","frutta","me","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3134","PNRR-CA-ED-rixI7hHV3","1","frutta","l'hanno","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3135","PNRR-CA-ED-rixI7hHV3","1","frutta","già","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3136","PNRR-CA-ED-rixI7hHV3","1","frutta","detto","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3137","PNRR-CA-ED-rixI7hHV3","1","frutta","sì,","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3138","PNRR-CA-ED-rixI7hHV3","1","frutta","pera","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3139","PNRR-CA-ED-rixI7hHV3","1","frutta","se","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3140","PNRR-CA-ED-rixI7hHV3","1","frutta","non","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3141","PNRR-CA-ED-rixI7hHV3","1","frutta","l'ho","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3142","PNRR-CA-ED-rixI7hHV3","1","frutta","detta","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3143","PNRR-CA-ED-rixI7hHV3","1","frutta","la","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3144","PNRR-CA-ED-rixI7hHV3","1","frutta","diciamo","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3145","PNRR-CA-ED-rixI7hHV3","1","frutta","adesso.","22393","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3146","PNRR-CA-ED-rixI7hHV3","1","frutta","albicocca.","31854","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3147","PNRR-CA-ED-rixI7hHV3","1","frutta","per.","34468","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3148","PNRR-CA-ED-rixI7hHV3","1","frutta","mirtilli.","44737","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3149","PNRR-CA-ED-rixI7hHV3","1","frutta","sì,","50190","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3150","PNRR-CA-ED-rixI7hHV3","1","frutta","frutta","50190","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3151","PNRR-CA-ED-rixI7hHV3","1","frutta","però,","50190","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3152","PNRR-CA-ED-rixI7hHV3","1","frutta","eh?","50190","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
"3153","PNRR-CA-ED-rixI7hHV3","2","verdura","no,","61502","2025-03-27T17:18:48.000000Z","2025-03-27T17:18:48.000000Z","T1","A"
